,game_id,season,type,date_time,away_team_id,home_team_id,away_goals,home_goals,outcome,venue,win_loss,streak
3129,3130,20122013,R,2013-03-28,2,4,4,3,away win SO,Wells Fargo Center,w,3
3139,3140,20122013,R,2013-03-30,2,5,0,2,home win REG,CONSOL Energy Center,l,-1
3157,3158,20122013,R,2013-04-01,2,1,3,1,away win REG,Prudential Center,w,1
3164,3165,20122013,R,2013-04-02,52,2,2,5,home win REG,Nassau Coliseum,w,2
3174,3175,20122013,R,2013-04-04,2,15,1,2,home win SO,Verizon Center,l,-1
3190,3191,20122013,R,2013-04-06,14,2,2,4,home win REG,Nassau Coliseum,w,1
3213,3214,20122013,R,2013-04-09,4,2,1,4,home win REG,Nassau Coliseum,w,2
3227,3228,20122013,R,2013-04-11,2,6,2,1,away win REG,TD Garden,w,3
3249,3250,20122013,R,2013-04-13,3,2,1,0,away win OT,Nassau Coliseum,l,-1
3259,3260,20122013,R,2013-04-16,13,2,2,5,home win REG,Nassau Coliseum,w,1
3276,3277,20122013,R,2013-04-18,2,10,5,3,away win REG,Air Canada Centre,w,2
3288,3289,20122013,R,2013-04-20,2,52,5,4,away win SO,MTS Centre,w,3
3314,3315,20122013,R,2013-04-23,2,12,3,4,home win SO,PNC Arena,l,-1
3331,3332,20122013,R,2013-04-25,2,4,1,2,home win REG,Wells Fargo Center,l,-2
3335,3336,20122013,R,2013-04-26,2,7,1,2,home win SO,First Niagara Center,l,-3
2641,2642,20122013,R,2013-01-20,10,8,2,1,away win REG,Centre Bell,l,-1
2664,2665,20122013,R,2013-01-23,13,8,1,4,home win REG,Centre Bell,w,1
2680,2681,20122013,R,2013-01-25,8,15,4,1,away win REG,Verizon Center,w,2
2696,2697,20122013,R,2013-01-27,1,8,3,4,home win OT,Centre Bell,w,3
2713,2714,20122013,R,2013-01-30,52,8,3,4,home win REG,Centre Bell,w,4
2724,2725,20122013,R,2013-01-31,8,9,1,5,home win REG,Scotiabank Place,l,-1
2741,2742,20122013,R,2013-02-02,7,8,1,6,home win REG,Centre Bell,w,1
2753,2754,20122013,R,2013-02-03,9,8,1,2,home win REG,Centre Bell,w,2
2773,2774,20122013,R,2013-02-07,6,8,2,1,away win REG,Centre Bell,l,-1
2775,2776,20122013,R,2013-02-08,8,7,4,5,home win SO,First Niagara Center,l,-2
2797,2798,20122013,R,2013-02-10,10,8,6,0,away win REG,Centre Bell,l,-3
2815,2816,20122013,R,2013-02-13,8,14,4,3,away win SO,Tampa Bay Times Forum,w,1
2827,2828,20122013,R,2013-02-15,8,13,1,0,away win OT,BB&T Center,w,2
2848,2849,20122013,R,2013-02-17,4,8,1,4,home win REG,Centre Bell,w,3
2856,2857,20122013,R,2013-02-19,12,8,0,3,home win REG,Centre Bell,w,4
2863,2864,20122013,R,2013-02-20,8,3,3,1,away win REG,Madison Square Garden,w,5
2878,2879,20122013,R,2013-02-22,2,8,4,3,away win OT,Centre Bell,l,-1
2895,2896,20122013,R,2013-02-24,3,8,0,3,home win REG,Centre Bell,w,1
2906,2907,20122013,R,2013-02-26,8,9,1,2,home win SO,Scotiabank Place,l,-1
2920,2921,20122013,R,2013-02-28,8,10,5,2,away win REG,Air Canada Centre,w,1
2942,2943,20122013,R,2013-03-03,5,8,7,6,away win OT,Centre Bell,l,-1
2951,2952,20122013,R,2013-03-04,8,6,4,3,away win REG,TD Garden,w,1
2966,2967,20122013,R,2013-03-06,8,2,3,6,home win REG,Nassau Coliseum,l,-1
2980,2981,20122013,R,2013-03-08,8,12,4,2,away win REG,PNC Arena,w,1
2996,2997,20122013,R,2013-03-10,8,14,4,3,away win REG,Tampa Bay Times Forum,w,2
3002,3003,20122013,R,2013-03-10,8,13,5,2,away win REG,BB&T Center,w,3
3020,3021,20122013,R,2013-03-13,9,8,3,4,home win SO,Centre Bell,w,4
3036,3037,20122013,R,2013-03-16,8,1,2,1,away win REG,Prudential Center,w,5
3063,3064,20122013,R,2013-03-19,7,8,3,2,away win OT,Centre Bell,l,-1
3078,3079,20122013,R,2013-03-21,8,2,5,2,away win REG,Nassau Coliseum,w,1
3094,3095,20122013,R,2013-03-23,7,8,2,1,away win REG,Centre Bell,l,-1
3109,3110,20122013,R,2013-03-26,8,5,0,1,home win REG,CONSOL Energy Center,l,-2
3120,3121,20122013,R,2013-03-27,8,6,6,5,away win SO,TD Garden,w,1
3137,3138,20122013,R,2013-03-30,3,8,0,3,home win REG,Centre Bell,w,2
3156,3157,20122013,R,2013-04-01,12,8,1,4,home win REG,Centre Bell,w,3
3170,3171,20122013,R,2013-04-03,8,4,3,5,home win REG,Wells Fargo Center,l,-1
3176,3177,20122013,R,2013-04-04,52,8,1,4,home win REG,Centre Bell,w,1
3191,3192,20122013,R,2013-04-06,6,8,1,2,home win REG,Centre Bell,w,2
3218,3219,20122013,R,2013-04-09,15,8,3,2,away win REG,Centre Bell,l,-1
3230,3231,20122013,R,2013-04-11,8,7,5,1,away win REG,First Niagara Center,w,1
3240,3241,20122013,R,2013-04-13,8,10,1,5,home win REG,Air Canada Centre,l,-1
3258,3259,20122013,R,2013-04-15,4,8,7,3,away win REG,Centre Bell,l,-2
3272,3273,20122013,R,2013-04-17,8,5,4,6,home win REG,CONSOL Energy Center,l,-3
3275,3276,20122013,R,2013-04-18,14,8,2,3,home win REG,Centre Bell,w,1
3293,3294,20122013,R,2013-04-20,15,8,5,1,away win REG,Centre Bell,l,-1
3310,3311,20122013,R,2013-04-23,8,1,2,3,home win REG,Prudential Center,l,-2
3337,3338,20122013,R,2013-04-26,8,52,4,2,away win REG,MTS Centre,w,1
3339,3340,20122013,R,2013-04-27,8,10,4,1,away win REG,Air Canada Centre,w,2
2642,2643,20122013,R,2013-01-20,28,20,4,1,away win REG,Scotiabank Saddledome,l,-1
2658,2659,20122013,R,2013-01-22,24,20,5,4,away win REG,Scotiabank Saddledome,l,-2
2670,2671,20122013,R,2013-01-24,20,23,2,3,home win SO,Rogers Arena,l,-3
2697,2698,20122013,R,2013-01-27,22,20,3,4,home win REG,Scotiabank Saddledome,w,1
2728,2729,20122013,R,2013-02-01,21,20,6,3,away win REG,Scotiabank Saddledome,l,-1
2746,2747,20122013,R,2013-02-03,16,20,3,2,away win SO,Scotiabank Saddledome,l,-2
2766,2767,20122013,R,2013-02-06,20,17,4,1,away win REG,Joe Louis Arena,w,1
2785,2786,20122013,R,2013-02-08,20,29,4,3,away win OT,Nationwide Arena,w,2
2796,2797,20122013,R,2013-02-10,20,23,1,5,home win REG,Rogers Arena,l,-1
2807,2808,20122013,R,2013-02-12,30,20,2,1,away win SO,Scotiabank Saddledome,l,-2
2822,2823,20122013,R,2013-02-14,25,20,4,7,home win REG,Scotiabank Saddledome,w,1
2832,2833,20122013,R,2013-02-16,19,20,5,2,away win REG,Scotiabank Saddledome,l,-1
2844,2845,20122013,R,2013-02-17,20,25,4,3,away win REG,American Airlines Center,w,1
2858,2859,20122013,R,2013-02-19,20,27,0,4,home win REG,Jobing.com Arena,l,-1
2867,2868,20122013,R,2013-02-21,26,20,3,1,away win REG,Scotiabank Saddledome,l,-2
2890,2891,20122013,R,2013-02-24,30,20,1,3,home win REG,Scotiabank Saddledome,w,1
2899,2900,20122013,R,2013-02-25,27,20,4,5,home win REG,Scotiabank Saddledome,w,2
2916,2917,20122013,R,2013-02-27,20,30,1,2,home win OT,Xcel Energy Center,l,-1
2924,2925,20122013,R,2013-03-01,20,21,4,5,home win REG,Pepsi Center,l,-2
2952,2953,20122013,R,2013-03-04,23,20,2,4,home win REG,Scotiabank Saddledome,w,1
2968,2969,20122013,R,2013-03-07,28,20,1,4,home win REG,Scotiabank Saddledome,w,2
2988,2989,20122013,R,2013-03-09,20,24,0,4,home win REG,Honda Center,l,-1
2992,2993,20122013,R,2013-03-10,20,26,2,6,home win REG,Staples Center,l,-2
3011,3012,20122013,R,2013-03-12,20,26,1,3,home win REG,Staples Center,l,-3
3026,3027,20122013,R,2013-03-14,17,20,2,5,home win REG,Scotiabank Saddledome,w,1
3042,3043,20122013,R,2013-03-16,18,20,3,6,home win REG,Scotiabank Saddledome,w,2
3061,3062,20122013,R,2013-03-19,20,25,3,4,home win REG,American Airlines Center,l,-1
3083,3084,20122013,R,2013-03-22,20,18,3,5,home win REG,Bridgestone Arena,l,-2
3087,3088,20122013,R,2013-03-22,20,29,1,5,home win REG,Nationwide Arena,l,-3
3104,3105,20122013,R,2013-03-25,19,20,2,3,home win REG,Scotiabank Saddledome,w,1
3119,3120,20122013,R,2013-03-27,20,16,0,2,home win REG,United Center,l,-1
3128,3129,20122013,R,2013-03-28,21,20,3,4,home win REG,Scotiabank Saddledome,w,1
3142,3143,20122013,R,2013-03-30,29,20,6,4,away win REG,Scotiabank Saddledome,l,-1
3168,3169,20122013,R,2013-04-02,20,22,1,4,home win REG,Rexall Place,l,-2
3180,3181,20122013,R,2013-04-04,22,20,8,2,away win REG,Scotiabank Saddledome,l,-3
3193,3194,20122013,R,2013-04-06,20,28,1,2,home win REG,HP Pavilion at San Jose,l,-4
3202,3203,20122013,R,2013-04-07,20,23,2,5,home win REG,Rogers Arena,l,-5
3217,3218,20122013,R,2013-04-09,20,21,3,1,away win REG,Pepsi Center,w,1
3231,3232,20122013,R,2013-04-11,23,20,4,1,away win REG,Scotiabank Saddledome,l,-1
3245,3246,20122013,R,2013-04-13,27,20,2,3,home win OT,Scotiabank Saddledome,w,1
3253,3254,20122013,R,2013-04-14,20,22,4,1,away win REG,Rexall Place,w,2
3261,3262,20122013,R,2013-04-16,30,20,4,3,away win REG,Scotiabank Saddledome,l,-1
3280,3281,20122013,R,2013-04-18,17,20,2,3,home win REG,Scotiabank Saddledome,w,1
3289,3290,20122013,R,2013-04-20,24,20,1,3,home win REG,Scotiabank Saddledome,w,2
3299,3300,20122013,R,2013-04-21,20,30,4,1,away win REG,Xcel Energy Center,w,3
3319,3320,20122013,R,2013-04-24,20,18,3,4,home win REG,Bridgestone Arena,l,-1
3333,3334,20122013,R,2013-04-26,20,19,1,4,home win REG,Scottrade Center,l,-2
3349,3350,20122013,R,2013-04-27,20,16,1,3,home win REG,United Center,l,-3
2643,2644,20122013,R,2013-01-20,4,7,2,5,home win REG,First Niagara Center,w,1
2659,2660,20122013,R,2013-01-22,7,10,2,1,away win REG,Air Canada Centre,w,2
2677,2678,20122013,R,2013-01-25,7,12,3,6,home win REG,PNC Arena,l,-1
2685,2686,20122013,R,2013-01-26,12,7,3,1,away win REG,First Niagara Center,l,-2
2693,2694,20122013,R,2013-01-27,7,15,2,3,home win REG,Verizon Center,l,-3
2714,2715,20122013,R,2013-01-30,10,7,4,3,away win OT,First Niagara Center,l,-4
2733,2734,20122013,R,2013-02-01,7,6,7,4,away win REG,TD Garden,w,1
2741,2742,20122013,R,2013-02-02,7,8,1,6,home win REG,Centre Bell,l,-1
2747,2748,20122013,R,2013-02-03,13,7,4,3,away win REG,First Niagara Center,l,-2
2767,2768,20122013,R,2013-02-06,7,9,3,4,home win REG,Scotiabank Place,l,-3
2775,2776,20122013,R,2013-02-08,8,7,4,5,home win SO,First Niagara Center,w,1
2793,2794,20122013,R,2013-02-10,7,2,3,2,away win REG,Nassau Coliseum,w,2
2801,2802,20122013,R,2013-02-11,6,7,3,1,away win REG,First Niagara Center,l,-1
2813,2814,20122013,R,2013-02-13,7,9,0,2,home win REG,Scotiabank Place,l,-2
2833,2834,20122013,R,2013-02-16,6,7,2,4,home win REG,First Niagara Center,w,1
2840,2841,20122013,R,2013-02-17,5,7,4,3,away win REG,First Niagara Center,l,-1
2862,2863,20122013,R,2013-02-20,52,7,2,1,away win REG,First Niagara Center,l,-2
2879,2880,20122013,R,2013-02-22,7,10,1,3,home win REG,Air Canada Centre,l,-3
2896,2897,20122013,R,2013-02-24,2,7,4,0,away win REG,First Niagara Center,l,-4
2911,2912,20122013,R,2013-02-27,7,14,2,1,away win REG,Tampa Bay Times Forum,w,1
2923,2924,20122013,R,2013-03-01,7,13,4,3,away win SO,BB&T Center,w,2
2933,2934,20122013,R,2013-03-02,1,7,3,4,home win SO,First Niagara Center,w,3
2950,2951,20122013,R,2013-03-04,7,3,2,3,home win SO,Madison Square Garden,l,-1
2963,2964,20122013,R,2013-03-06,7,12,3,4,home win REG,PNC Arena,l,-2
2978,2979,20122013,R,2013-03-08,7,1,2,3,home win SO,Prudential Center,l,-3
3003,3004,20122013,R,2013-03-10,7,4,2,3,home win REG,Wells Fargo Center,l,-4
3014,3015,20122013,R,2013-03-12,3,7,1,3,home win REG,First Niagara Center,w,1
3037,3038,20122013,R,2013-03-16,9,7,4,3,away win OT,First Niagara Center,l,-1
3051,3052,20122013,R,2013-03-17,7,15,3,5,home win REG,Verizon Center,l,-2
3063,3064,20122013,R,2013-03-19,7,8,3,2,away win OT,Centre Bell,w,1
3075,3076,20122013,R,2013-03-21,10,7,4,5,home win SO,First Niagara Center,w,2
3094,3095,20122013,R,2013-03-23,7,8,2,1,away win REG,Centre Bell,w,3
3112,3113,20122013,R,2013-03-26,7,14,1,2,home win REG,Tampa Bay Times Forum,l,-1
3124,3125,20122013,R,2013-03-28,7,13,4,5,home win SO,BB&T Center,l,-2
3136,3137,20122013,R,2013-03-30,15,7,4,3,away win SO,First Niagara Center,l,-3
3151,3152,20122013,R,2013-03-31,6,7,2,0,away win REG,First Niagara Center,l,-4
3162,3163,20122013,R,2013-04-02,7,5,4,1,away win REG,CONSOL Energy Center,w,1
3184,3185,20122013,R,2013-04-05,9,7,2,4,home win REG,First Niagara Center,w,2
3204,3205,20122013,R,2013-04-07,1,7,2,3,home win SO,First Niagara Center,w,3
3220,3221,20122013,R,2013-04-10,7,52,1,4,home win REG,MTS Centre,l,-1
3230,3231,20122013,R,2013-04-11,8,7,5,1,away win REG,First Niagara Center,l,-2
3242,3243,20122013,R,2013-04-13,4,7,0,1,home win REG,First Niagara Center,w,1
3251,3252,20122013,R,2013-04-14,14,7,1,3,home win REG,First Niagara Center,w,2
3268,3269,20122013,R,2013-04-17,7,6,3,2,away win SO,TD Garden,w,3
3282,3283,20122013,R,2013-04-19,3,7,8,4,away win REG,First Niagara Center,l,-1
3306,3307,20122013,R,2013-04-22,52,7,2,1,away win REG,First Niagara Center,l,-2
3313,3314,20122013,R,2013-04-23,7,5,4,2,away win REG,CONSOL Energy Center,w,1
3335,3336,20122013,R,2013-04-26,2,7,1,2,home win SO,First Niagara Center,w,2
2644,2645,20122013,R,2013-01-20,24,23,7,3,away win REG,Rogers Arena,l,-1
2650,2651,20122013,R,2013-01-21,22,23,3,2,away win SO,Rogers Arena,l,-2
2670,2671,20122013,R,2013-01-24,20,23,2,3,home win SO,Rogers Arena,w,1
2689,2690,20122013,R,2013-01-26,23,24,5,0,away win REG,Honda Center,w,2
2706,2707,20122013,R,2013-01-28,23,28,1,4,home win REG,HP Pavilion at San Jose,l,-1
2709,2710,20122013,R,2013-01-29,23,26,2,3,home win SO,Staples Center,l,-2
2723,2724,20122013,R,2013-01-31,21,23,0,3,home win REG,Rogers Arena,w,1
2743,2744,20122013,R,2013-02-02,16,23,1,2,home win SO,Rogers Arena,w,2
2761,2762,20122013,R,2013-02-05,23,22,3,2,away win OT,Rexall Place,w,3
2786,2787,20122013,R,2013-02-08,23,30,4,1,away win REG,Xcel Energy Center,w,4
2796,2797,20122013,R,2013-02-10,20,23,1,5,home win REG,Rogers Arena,w,5
2816,2817,20122013,R,2013-02-13,30,23,1,2,home win REG,Rogers Arena,w,6
2834,2835,20122013,R,2013-02-16,25,23,4,3,away win REG,Rogers Arena,l,-1
2853,2854,20122013,R,2013-02-18,19,23,4,3,away win SO,Rogers Arena,l,-2
2866,2867,20122013,R,2013-02-20,23,16,3,4,home win SO,United Center,l,-3
2871,2872,20122013,R,2013-02-22,23,25,4,3,away win REG,American Airlines Center,w,1
2883,2884,20122013,R,2013-02-23,23,18,1,0,away win REG,Bridgestone Arena,w,2
2897,2898,20122013,R,2013-02-24,23,17,3,8,home win REG,Joe Louis Arena,l,-1
2913,2914,20122013,R,2013-02-27,27,23,4,2,away win REG,Rogers Arena,l,-2
2947,2948,20122013,R,2013-03-03,26,23,2,5,home win REG,Rogers Arena,w,1
2952,2953,20122013,R,2013-03-04,23,20,2,4,home win REG,Scotiabank Saddledome,l,-1
2967,2968,20122013,R,2013-03-06,28,23,3,2,away win SO,Rogers Arena,l,-2
2974,2975,20122013,R,2013-03-08,23,29,1,2,home win OT,Nationwide Arena,l,-3
3005,3006,20122013,R,2013-03-11,23,30,2,4,home win REG,Xcel Energy Center,l,-4
3009,3010,20122013,R,2013-03-12,23,29,2,1,away win SO,Nationwide Arena,w,1
3031,3032,20122013,R,2013-03-15,18,23,4,7,home win REG,Rogers Arena,w,2
3048,3049,20122013,R,2013-03-17,17,23,5,2,away win REG,Rogers Arena,l,-1
3067,3068,20122013,R,2013-03-19,30,23,3,1,away win REG,Rogers Arena,l,-2
3072,3073,20122013,R,2013-03-20,19,23,2,3,home win REG,Rogers Arena,w,1
3081,3082,20122013,R,2013-03-22,23,27,2,1,away win REG,Jobing.com Arena,w,2
3089,3090,20122013,R,2013-03-23,23,26,1,0,away win REG,Staples Center,w,3
3103,3104,20122013,R,2013-03-25,23,21,3,2,away win REG,Pepsi Center,w,4
3121,3122,20122013,R,2013-03-27,29,23,0,1,home win SO,Rogers Arena,w,5
3130,3131,20122013,R,2013-03-29,21,23,1,4,home win REG,Rogers Arena,w,6
3150,3151,20122013,R,2013-03-31,23,22,0,4,home win REG,Rexall Place,l,-1
3160,3161,20122013,R,2013-04-02,23,28,2,3,home win REG,HP Pavilion at San Jose,l,-2
3183,3184,20122013,R,2013-04-05,22,23,0,4,home win REG,Rogers Arena,w,1
3202,3203,20122013,R,2013-04-07,20,23,2,5,home win REG,Rogers Arena,w,2
3214,3215,20122013,R,2013-04-09,27,23,0,2,home win REG,Rogers Arena,w,3
3231,3232,20122013,R,2013-04-11,23,20,4,1,away win REG,Scotiabank Saddledome,w,4
3241,3242,20122013,R,2013-04-13,23,21,3,4,home win REG,Pepsi Center,l,-1
3262,3263,20122013,R,2013-04-16,23,18,5,2,away win REG,Bridgestone Arena,w,1
3273,3274,20122013,R,2013-04-17,23,19,1,2,home win SO,Scottrade Center,l,-1
3281,3282,20122013,R,2013-04-19,23,25,1,5,home win REG,American Airlines Center,l,-2
3301,3302,20122013,R,2013-04-21,17,23,1,2,home win SO,Rogers Arena,w,1
3311,3312,20122013,R,2013-04-23,16,23,1,3,home win REG,Rogers Arena,w,2
3336,3337,20122013,R,2013-04-26,24,23,3,1,away win REG,Rogers Arena,l,-1
3350,3351,20122013,R,2013-04-28,23,22,2,7,home win REG,Rexall Place,l,-2
2645,2646,20122013,R,2013-01-20,3,6,1,3,home win REG,TD Garden,w,1
2653,2654,20122013,R,2013-01-21,52,6,1,2,home win SO,TD Garden,w,2
2672,2673,20122013,R,2013-01-24,6,3,3,4,home win OT,Madison Square Garden,l,-1
2684,2685,20122013,R,2013-01-26,2,6,2,4,home win REG,TD Garden,w,1
2708,2709,20122013,R,2013-01-29,6,12,5,3,away win REG,PNC Arena,w,2
2718,2719,20122013,R,2013-01-30,1,6,1,2,home win SO,TD Garden,w,3
2733,2734,20122013,R,2013-02-01,7,6,7,4,away win REG,TD Garden,l,-1
2749,2750,20122013,R,2013-02-03,6,10,1,0,away win REG,Air Canada Centre,w,1
2773,2774,20122013,R,2013-02-07,6,8,2,1,away win REG,Centre Bell,w,2
2801,2802,20122013,R,2013-02-11,6,7,3,1,away win REG,First Niagara Center,w,3
2818,2819,20122013,R,2013-02-13,3,6,4,3,away win SO,TD Garden,l,-1
2833,2834,20122013,R,2013-02-16,6,7,2,4,home win REG,First Niagara Center,l,-2
2849,2850,20122013,R,2013-02-17,6,52,3,2,away win REG,MTS Centre,w,1
2875,2876,20122013,R,2013-02-22,6,14,4,2,away win REG,Tampa Bay Times Forum,w,2
2887,2888,20122013,R,2013-02-24,6,13,4,1,away win REG,BB&T Center,w,3
2914,2915,20122013,R,2013-02-27,6,2,4,1,away win REG,Nassau Coliseum,w,4
2926,2927,20122013,R,2013-03-01,9,6,1,2,home win OT,TD Garden,w,5
2938,2939,20122013,R,2013-03-02,14,6,2,3,home win REG,TD Garden,w,6
2951,2952,20122013,R,2013-03-04,8,6,4,3,away win REG,TD Garden,l,-1
2961,2962,20122013,R,2013-03-06,6,15,3,4,home win OT,Verizon Center,l,-2
2977,2978,20122013,R,2013-03-08,10,6,2,4,home win REG,TD Garden,w,1
2986,2987,20122013,R,2013-03-09,4,6,0,3,home win REG,TD Garden,w,2
3008,3009,20122013,R,2013-03-11,6,9,3,2,away win SO,Scotiabank Place,w,3
3012,3013,20122013,R,2013-03-12,6,5,2,3,home win REG,CONSOL Energy Center,l,-1
3023,3024,20122013,R,2013-03-14,13,6,1,4,home win REG,TD Garden,w,1
3039,3040,20122013,R,2013-03-16,15,6,1,4,home win REG,TD Garden,w,2
3049,3050,20122013,R,2013-03-17,6,5,1,2,home win REG,CONSOL Energy Center,l,-1
3069,3070,20122013,R,2013-03-20,6,52,1,3,home win REG,MTS Centre,l,-2
3076,3077,20122013,R,2013-03-21,6,9,2,1,away win REG,Scotiabank Place,w,1
3091,3092,20122013,R,2013-03-23,6,10,2,3,home win REG,Air Canada Centre,l,-1
3105,3106,20122013,R,2013-03-25,10,6,2,3,home win SO,TD Garden,w,1
3120,3121,20122013,R,2013-03-27,8,6,6,5,away win SO,TD Garden,l,-1
3143,3144,20122013,R,2013-03-30,6,4,1,3,home win REG,Wells Fargo Center,l,-2
3151,3152,20122013,R,2013-03-31,6,7,2,0,away win REG,First Niagara Center,w,1
3166,3167,20122013,R,2013-04-02,9,6,2,3,home win REG,TD Garden,w,2
3179,3180,20122013,R,2013-04-04,1,6,0,1,home win REG,TD Garden,w,3
3191,3192,20122013,R,2013-04-06,6,8,1,2,home win REG,Centre Bell,l,-1
3209,3210,20122013,R,2013-04-08,12,6,2,6,home win REG,TD Garden,w,1
3224,3225,20122013,R,2013-04-10,6,1,5,4,away win REG,Prudential Center,w,2
3227,3228,20122013,R,2013-04-11,2,6,2,1,away win REG,TD Garden,l,-1
3248,3249,20122013,R,2013-04-13,6,12,2,4,home win REG,PNC Arena,l,-2
3268,3269,20122013,R,2013-04-17,7,6,3,2,away win SO,TD Garden,l,-3
3295,3296,20122013,R,2013-04-20,5,6,3,2,away win REG,TD Garden,l,-4
3297,3298,20122013,R,2013-04-21,13,6,0,3,home win REG,TD Garden,w,1
3312,3313,20122013,R,2013-04-23,6,4,2,5,home win REG,Wells Fargo Center,l,-1
3325,3326,20122013,R,2013-04-25,14,6,0,2,home win REG,TD Garden,w,1
3347,3348,20122013,R,2013-04-27,6,15,2,3,home win OT,Verizon Center,l,-1
3353,3354,20122013,R,2013-04-28,9,6,4,2,away win REG,TD Garden,l,-2
2646,2647,20122013,R,2013-01-20,15,14,3,6,home win REG,Tampa Bay Times Forum,w,1
2654,2655,20122013,R,2013-01-21,14,2,3,4,home win REG,Nassau Coliseum,l,-1
2666,2667,20122013,R,2013-01-23,14,12,4,1,away win REG,PNC Arena,w,1
2691,2692,20122013,R,2013-01-26,9,14,4,6,home win REG,Tampa Bay Times Forum,w,2
2701,2702,20122013,R,2013-01-27,4,14,1,5,home win REG,Tampa Bay Times Forum,w,3
2721,2722,20122013,R,2013-01-30,13,14,2,5,home win REG,Tampa Bay Times Forum,w,4
2740,2741,20122013,R,2013-02-02,52,14,3,8,home win REG,Tampa Bay Times Forum,w,5
2755,2756,20122013,R,2013-02-03,3,14,3,2,away win REG,Tampa Bay Times Forum,l,-1
2769,2770,20122013,R,2013-02-06,14,4,1,2,home win REG,Wells Fargo Center,l,-2
2776,2777,20122013,R,2013-02-08,14,1,2,4,home win REG,Prudential Center,l,-3
2802,2803,20122013,R,2013-02-11,14,3,1,5,home win REG,Madison Square Garden,l,-4
2815,2816,20122013,R,2013-02-13,8,14,4,3,away win SO,Tampa Bay Times Forum,l,-5
2829,2830,20122013,R,2013-02-15,15,14,4,3,away win REG,Tampa Bay Times Forum,l,-6
2835,2836,20122013,R,2013-02-16,14,13,6,5,away win OT,BB&T Center,w,1
2861,2862,20122013,R,2013-02-20,10,14,2,4,home win REG,Tampa Bay Times Forum,w,2
2875,2876,20122013,R,2013-02-22,6,14,4,2,away win REG,Tampa Bay Times Forum,l,-1
2894,2895,20122013,R,2013-02-24,14,12,5,2,away win REG,PNC Arena,w,1
2898,2899,20122013,R,2013-02-25,14,5,3,5,home win REG,CONSOL Energy Center,l,-1
2911,2912,20122013,R,2013-02-27,7,14,2,1,away win REG,Tampa Bay Times Forum,l,-2
2931,2932,20122013,R,2013-03-01,14,3,1,4,home win REG,Madison Square Garden,l,-3
2938,2939,20122013,R,2013-03-02,14,6,2,3,home win REG,TD Garden,l,-4
2956,2957,20122013,R,2013-03-05,14,5,3,4,home win REG,CONSOL Energy Center,l,-5
2957,2958,20122013,R,2013-03-06,14,1,5,2,away win REG,Prudential Center,w,1
2979,2980,20122013,R,2013-03-08,52,14,2,1,away win REG,Tampa Bay Times Forum,l,-1
2996,2997,20122013,R,2013-03-10,8,14,4,3,away win REG,Tampa Bay Times Forum,l,-2
3010,3011,20122013,R,2013-03-12,14,13,3,2,away win REG,BB&T Center,w,1
3027,3028,20122013,R,2013-03-14,2,14,2,0,away win REG,Tampa Bay Times Forum,l,-1
3044,3045,20122013,R,2013-03-16,12,14,1,4,home win REG,Tampa Bay Times Forum,w,1
3056,3057,20122013,R,2013-03-18,4,14,2,4,home win REG,Tampa Bay Times Forum,w,2
3071,3072,20122013,R,2013-03-20,14,10,2,4,home win REG,Air Canada Centre,l,-1
3090,3091,20122013,R,2013-03-23,14,9,3,5,home win REG,Scotiabank Place,l,-2
3101,3102,20122013,R,2013-03-25,14,52,2,3,home win REG,MTS Centre,l,-3
3112,3113,20122013,R,2013-03-26,7,14,1,2,home win REG,Tampa Bay Times Forum,w,1
3134,3135,20122013,R,2013-03-29,1,14,4,5,home win SO,Tampa Bay Times Forum,w,2
3165,3166,20122013,R,2013-04-02,13,14,3,2,away win SO,Tampa Bay Times Forum,l,-1
